=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.08.22 11:28:15 =~=~=~=~=~=~=~=~=~=~=~=
602.00,2.53
601.00,2.54
600.00,2.54
598.99,2.54
597.99,2.54
596.98,2.54
595.98,2.54
595.00,2.54
593.99,2.54
592.98,2.54
591.99,2.54
591.00,2.54
589.98,2.55
588.99,2.55
588.00,2.55
586.96,2.55
585.98,2.55
585.00,2.55
583.98,2.55
582.99,2.55
581.96,2.55
580.96,2.55
579.97,2.55
578.96,2.55
577.98,2.56
576.98,2.56
576.00,2.56
574.96,2.56
573.99,2.56
572.96,2.56
571.96,2.56
570.95,2.56
569.97,2.56
568.98,2.57
567.98,2.56
566.95,2.57
565.97,2.57
564.98,2.57
563.98,2.57
562.96,2.57
561.99,2.57
560.94,2.57
559.94,2.57
559.00,2.57
557.98,2.58
556.95,2.57
555.97,2.58
554.98,2.58
553.98,2.58
552.98,2.58
551.95,2.58
550.99,2.58
549.96,2.58
548.97,2.58
547.98,2.59
546.99,2.58
545.98,2.59
544.96,2.58
543.94,2.59
542.98,2.59
541.93,2.59
540.96,2.59
539.97,2.59
538.98,2.59
537.98,2.59
536.97,2.59
535.96,2.59
534.93,2.60
533.98,2.60
532.94,2.60
531.97,2.60
531.00,2.60
529.94,2.60
528.95,2.60
527.95,2.60
526.96,2.60
525.95,2.60
524.94,2.60
524.00,2.60
522.97,2.61
521.94,2.61
520.98,2.61
519.94,2.61
518.97,2.61
517.91,2.61
516.94,2.62
515.95,2.61
514.96,2.62
513.97,2.61
512.97,2.62
511.96,2.62
510.96,2.62
509.94,2.62
508.92,2.62
507.99,2.62
506.95,2.62
505.92,2.62
504.99,2.63
503.95,2.63
502.92,2.63
501.99,2.63
500.95,2.63
499.92,2.63
498.99,2.63
497.95,2.63
496.92,2.63
495.99,2.63
494.95,2.63
493.92,2.64
492.99,2.64
491.95,2.64
490.92,2.64
489.99,2.64
488.95,2.64
487.92,2.64
486.99,2.64
485.95,2.64
484.92,2.64
483.99,2.64
482.95,2.65
481.92,2.65
480.99,2.65
479.95,2.65
478.92,2.65
477.99,2.65
476.95,2.65
475.92,2.65
474.99,2.65
473.95,2.66
472.92,2.66
471.99,2.66
470.95,2.66
469.92,2.66
468.99,2.66
467.95,2.66
466.92,2.66
465.99,2.67
464.95,2.66
463.92,2.67
462.99,2.67
461.95,2.67
460.92,2.67
459.99,2.67
458.95,2.67
457.92,2.67
456.99,2.67
455.95,2.67
454.92,2.67
453.99,2.67
452.95,2.68
451.92,2.68
450.99,2.68
449.95,2.68
448.92,2.68
447.99,2.68
446.95,2.68
445.92,2.68
444.99,2.69
443.95,2.68
442.92,2.69
441.99,2.69
440.95,2.69
439.92,2.69
438.99,2.69
437.95,2.69
436.92,2.69
435.99,2.69
434.95,2.69
433.92,2.70
432.99,2.70
431.95,2.70
430.92,2.70
429.99,2.70
428.95,2.70
427.92,2.70
426.99,2.70
425.95,2.71
424.92,2.71
423.99,2.71
422.95,2.71
421.92,2.71
420.99,2.71
419.95,2.71
418.92,2.71
417.99,2.71
416.95,2.71
415.92,2.71
414.99,2.72
413.95,2.72
412.92,2.72
411.99,2.72
410.95,2.72
409.92,2.72
408.99,2.72
407.95,2.72
406.92,2.72
405.98,2.72
404.95,2.73
403.92,2.73
402.99,2.73
401.95,2.73
400.92,2.73
399.98,2.73
398.95,2.73
397.92,2.73
396.98,2.73
395.95,2.73
394.92,2.74
393.99,2.74
392.95,2.74
391.92,2.74
390.98,2.74
389.95,2.74
388.92,2.74
387.98,2.74
386.95,2.75
385.92,2.75
384.98,2.75
383.95,2.75
382.92,2.75
381.98,2.75
380.95,2.75
379.92,2.75
378.98,2.75
377.95,2.75
376.92,2.75
375.98,2.75
374.95,2.76
373.92,2.76
372.98,2.76
371.95,2.76
370.92,2.76
369.98,2.76
368.95,2.76
367.92,2.76
366.98,2.76
365.95,2.76
364.92,2.77
363.98,2.77
362.95,2.77
361.92,2.77
360.98,2.77
359.95,2.77
358.92,2.77
357.98,2.77
356.95,2.77
355.92,2.77
354.98,2.78
353.95,2.77
352.92,2.78
351.98,2.78
350.95,2.78
349.92,2.78
348.98,2.78
347.95,2.78
346.92,2.78
345.98,2.79
344.95,2.78
343.92,2.79
342.98,2.79
341.95,2.79
340.92,2.79
339.98,2.79
338.95,2.79
337.92,2.79
336.98,2.79
335.95,2.79
334.92,2.79
333.98,2.79
332.95,2.79
331.92,2.80
330.98,2.79
329.95,2.80
328.92,2.80
327.98,2.80
326.95,2.80
325.92,2.80
324.98,2.80
323.95,2.80
322.92,2.80
321.98,2.80
320.95,2.80
319.92,2.80
318.98,2.81
317.95,2.80
316.92,2.81
315.98,2.81
314.95,2.81
313.92,2.81
312.98,2.81
311.95,2.81
310.92,2.81
309.98,2.81
308.95,2.81
307.92,2.82
306.98,2.82
305.95,2.82
304.92,2.82
303.98,2.82
302.95,2.82
301.92,2.82
300.98,2.82
299.95,2.82
298.92,2.82
297.98,2.82
296.95,2.82
295.92,2.82
294.98,2.82
293.95,2.83
292.92,2.83
291.98,2.83
290.95,2.83
289.92,2.83
288.98,2.83
287.95,2.83
286.92,2.83
285.98,2.83
284.95,2.83
283.92,2.83
282.98,2.83
281.95,2.83
280.92,2.83
279.98,2.84
278.95,2.84
277.92,2.84
276.98,2.84
275.95,2.84
274.92,2.84
273.98,2.84
272.95,2.84
271.92,2.84
270.98,2.84
269.95,2.84
268.92,2.84
267.98,2.85
266.95,2.85
265.92,2.85
264.98,2.85
263.95,2.85
262.92,2.85
261.98,2.85
260.95,2.85
259.92,2.85
258.98,2.85
257.95,2.85
256.92,2.85
255.98,2.85
254.95,2.86
253.92,2.85
252.98,2.86
251.95,2.86
250.92,2.86
249.98,2.86
248.95,2.86
247.92,2.86
246.98,2.86
245.95,2.86
244.92,2.86
243.98,2.86
242.95,2.86
241.92,2.86
240.98,2.86
239.95,2.86
238.92,2.87
237.98,2.87
236.95,2.87
235.92,2.87
234.98,2.87
233.95,2.87
232.92,2.87
231.98,2.87
230.95,2.87
229.92,2.87
228.98,2.87
227.95,2.87
226.92,2.87
225.98,2.87
224.95,2.88
223.92,2.88
222.98,2.88
221.95,2.88
220.92,2.88
219.98,2.88
218.95,2.88
217.92,2.88
216.98,2.88
215.95,2.88
214.92,2.88
213.98,2.88
212.95,2.89
211.92,2.88
210.98,2.88
209.95,2.89
208.92,2.89
207.98,2.89
206.95,2.89
205.92,2.89
204.98,2.89
203.95,2.89
202.92,2.89
201.98,2.89
200.95,2.89
199.92,2.89
198.98,2.89
197.95,2.89
196.92,2.90
195.98,2.90
194.95,2.90
193.92,2.90
192.98,2.90
191.95,2.90
190.92,2.90
189.98,2.90
188.95,2.90
187.92,2.90
186.98,2.91
185.95,2.90
184.92,2.90
183.98,2.90
182.95,2.91
181.92,2.90
180.98,2.90
179.95,2.91
178.92,2.91
177.98,2.91
176.95,2.91
175.92,2.91
174.98,2.91
173.95,2.91
172.92,2.91
171.98,2.91
170.95,2.91
169.92,2.91
168.98,2.92
167.95,2.91
166.92,2.92
165.98,2.92
164.95,2.92
163.92,2.92
162.98,2.92
161.95,2.92
160.92,2.92
159.98,2.92
158.95,2.92
157.92,2.92
156.98,2.92
155.95,2.92
154.92,2.92
153.98,2.92
152.95,2.93
151.92,2.92
150.98,2.93
149.95,2.93
148.92,2.93
147.98,2.93
146.95,2.93
145.92,2.93
144.98,2.93
143.95,2.93
142.92,2.93
141.98,2.93
140.95,2.93
139.92,2.93
138.98,2.93
137.95,2.94
136.92,2.94
135.98,2.94
134.95,2.94
133.92,2.94
132.98,2.94
131.95,2.94
130.92,2.94
129.98,2.94
128.95,2.94
127.92,2.94
126.98,2.94
125.95,2.94
124.92,2.94
123.98,2.94
122.95,2.94
121.92,2.94
120.98,2.95
119.95,2.95
118.92,2.95
117.98,2.95
116.95,2.95
115.92,2.95
114.98,2.95
113.95,2.95
112.92,2.95
111.98,2.95
110.95,2.95
109.92,2.95
108.98,2.95
107.95,2.95
106.92,2.95
105.98,2.95
104.95,2.96
103.92,2.96
102.98,2.95
101.95,2.96
100.92,2.96
99.98,2.96
98.95,2.96
97.92,2.96
96.98,2.96
95.95,2.96
94.92,2.96
93.98,2.96
92.96,2.96
91.94,2.96
90.92,2.96
89.91,2.96
89.00,2.96
87.99,2.97
86.91,2.97
85.93,2.96
84.94,2.96
83.97,2.97
83.00,2.97
81.94,2.97
80.99,2.96
79.95,2.97
79.00,2.97
77.97,2.97
76.95,2.97
75.94,2.97
74.93,2.97
73.93,2.97
72.94,2.98
71.95,2.97
70.97,2.98
70.00,2.98
68.95,2.98
68.00,2.99
66.97,2.99
65.94,3.00
64.93,3.01
63.99,3.02
63.00,3.04
61.93,3.06
60.94,3.10
59.97,3.10
59.00,3.10
57.97,3.10
56.94,3.10
56.00,3.10
54.99,3.10
53.99,3.10
52.93,3.10
51.95,3.10
50.98,3.10
49.95,3.10
48.94,3.10
48.00,3.10
47.00,3.10
45.94,3.10
44.97,3.10
43.94,3.10
42.98,3.10
41.98,3.10
40.98,3.10
40.00,3.10
38.97,3.10
37.95,3.10
36.94,3.10
35.95,3.10
34.97,3.10
33.95,3.10
32.95,3.10
31.96,3.10
30.98,3.10
29.97,7.43
28.97,7.44
27.99,7.44
26.98,7.44
25.99,7.44
24.97,7.44
23.96,7.44
22.98,7.44
21.98,7.44
20.99,7.44
19.98,7.45
18.96,7.44
17.97,7.44
17.00,7.44
15.98,7.45
14.99,7.44
14.00,7.44
12.97,7.44
11.98,7.44
10.97,7.44
10.00,7.44
8.99,7.45
7.98,7.44
6.98,7.45
6.00,7.45
4.98,7.44
4.00,7.45
2.99,7.45
1.99,7.44
1.00,7.44
1.01,7.32
2.01,7.32
3.01,7.32
4.00,7.32
5.01,7.32
6.00,7.32
7.01,7.32
8.02,7.32
9.00,7.36
10.01,7.35
11.01,7.35
12.03,7.34
13.02,7.34
14.01,7.34
15.00,7.32
16.03,7.32
17.01,7.33
18.02,7.33
19.02,7.34
20.00,7.34
21.00,7.35
22.04,7.35
23.04,7.35
24.03,7.36
25.03,7.37
26.01,7.37
27.00,7.37
28.02,7.38
29.05,7.38
30.05,7.38
31.00,7.38
32.03,7.38
33.03,7.39
34.03,7.39
35.05,7.40
36.03,7.40
37.03,7.40
38.03,7.41
39.05,7.41
40.02,7.41
41.01,7.41
42.00,7.42
43.01,7.41
44.03,7.41
45.06,7.42
46.04,7.42
47.03,7.42
48.02,7.42
49.03,7.42
50.05,7.42
51.00,7.42
52.01,7.42
53.01,7.42
54.06,7.42
55.04,7.42
56.01,7.42
57.02,7.42
58.03,7.42
59.03,7.43
60.01,7.42
61.04,7.42
62.00,7.42
63.00,7.42
64.05,7.43
65.03,7.42
66.05,7.42
67.00,7.42
68.05,7.42
69.02,7.43
70.04,7.42
71.03,7.42
72.01,7.42
73.03,6.50
74.02,3.26
75.04,3.24
76.05,3.22
77.03,3.21
78.04,3.20
